Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,dependency_score,satisfaction_flag,freq_numeric,composite_value_score,value_tier,loyalty_volume,loyalty_frequency,chosen_loyalty_flag,age_group
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Express,Yes,Yes,26,PayPal,Monthly,1.0,0,12,0.5541025641025641,Medium,0,0,0,Millennials (25–35)
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,1.0,1,1,0.18764102564102564,Low,0,0,0,Gen Z (18–24)
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly,1.0,1,12,0.46971794871794875,Medium,0,0,0,Millennials (25–35)
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually,1.0,0,1,0.2812307692307693,Low,0,0,0,Gen X (36–50)
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly,1.0,1,12,0.3937948717948718,Low,0,0,0,Boomers (51+)
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,1.0,0,26,0.4670512820512821,Medium,0,0,0,Gen X (36–50)
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly,1.0,0,26,0.6898974358974359,Medium,0,0,0,Millennials (25–35)
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,1.0,0,12,0.5392307692307693,Medium,0,0,0,Millennials (25–35)
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,1.0,1,4,0.13882051282051283,Low,0,0,0,Millennials (25–35)
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually,1.0,0,1,0.171,Low,0,0,0,Boomers (51+)
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,1.0,0,52,0.5276410256410258,Medium,0,0,0,Gen Z (18–24)
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly,1.0,1,12,0.7831538461538463,High,1,0,1,Boomers (51+)
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly,1.0,0,52,0.7772307692307693,High,0,0,0,Millennials (25–35)
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly,1.0,0,12,0.5517179487179487,Medium,1,0,1,Boomers (51+)
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,1.0,0,26,0.5663076923076924,Medium,0,0,0,Gen X (36–50)
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,1.0,1,4,0.6503333333333334,Medium,1,0,1,Gen Z (18–24)
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly,1.0,0,26,0.6346153846153847,Medium,0,0,0,Gen Z (18–24)
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.8,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,1.0,0,4,0.4022051282051282,Medium,0,0,0,Boomers (51+)
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,1.0,0,26,0.5148461538461538,Medium,0,0,0,Millennials (25–35)
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly,1.0,0,26,0.7237179487179488,Medium,1,0,1,Gen X (36–50)
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,1.0,0,1,0.3827948717948718,Low,0,0,0,Gen X (36–50)
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,1.0,0,26,0.470974358974359,Medium,0,0,0,Gen X (36–50)
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,1.0,1,26,0.6307179487179487,Medium,1,1,1,Boomers (51+)
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,1.0,0,4,0.313025641025641,Low,0,0,0,Gen X (36–50)
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,1.0,1,4,0.3923589743589744,Low,0,0,0,Gen X (36–50)
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,1.0,1,4,0.3414358974358974,Low,0,0,0,Boomers (51+)
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,1.0,0,26,0.4113333333333334,Medium,0,0,0,Gen Z (18–24)
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,1.0,1,26,0.6371025641025642,Medium,0,1,0,Gen X (36–50)
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually,1.0,0,1,0.39997435897435896,Low,1,0,1,Gen Z (18–24)
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly,1.0,0,26,0.6916153846153846,Medium,0,0,0,Gen X (36–50)
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,1.0,0,52,0.7416410256410256,Medium,0,0,0,Gen X (36–50)
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,1.0,0,26,0.6475128205128206,Medium,0,0,0,Gen X (36–50)
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,1.0,1,4,0.5084871794871795,Medium,1,0,1,Gen X (36–50)
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,1.0,0,12,0.5593846153846155,Medium,1,0,1,Boomers (51+)
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,1.0,1,52,0.7654358974358975,High,1,1,1,Gen X (36–50)
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually,1.0,0,1,0.43100000000000005,Medium,1,0,1,Gen X (36–50)
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,1.0,1,26,0.39061538461538464,Low,0,1,0,Boomers (51+)
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,1.0,0,12,0.5273076923076924,Medium,0,0,0,Boomers (51+)
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,1.0,0,26,0.7312051282051282,Medium,0,0,0,Gen Z (18–24)
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually,1.0,1,1,0.4358717948717949,Medium,0,0,0,Gen X (36–50)
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,1.0,0,4,0.4863846153846154,Medium,0,0,0,Millennials (25–35)
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,1.0,0,1,0.33569230769230773,Low,0,0,0,Gen Z (18–24)
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually,1.0,1,1,0.27689743589743593,Low,0,0,0,Gen X (36–50)
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,1.0,1,1,0.19310256410256413,Low,0,0,0,Gen X (36–50)
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,1.0,1,12,0.4565641025641026,Medium,0,0,0,Gen Z (18–24)
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,1.0,0,4,0.3272307692307692,Low,0,0,0,Boomers (51+)
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,1.0,0,26,0.5768717948717949,Medium,0,0,0,Millennials (25–35)
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,1.0,0,12,0.5492307692307693,Medium,0,0,0,Millennials (25–35)
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,1.0,0,12,0.35623076923076924,Low,0,0,0,Millennials (25–35)
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,1.0,1,26,0.5240769230769231,Medium,0,1,0,Boomers (51+)
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.8,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,1.0,0,26,0.6632820512820513,Medium,1,0,1,Gen X (36–50)
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly,1.0,0,52,0.6366923076923078,Medium,0,0,0,Boomers (51+)
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,1.0,0,26,0.5891282051282052,Medium,0,0,0,Gen X (36–50)
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,1.0,0,26,0.8841282051282051,High,1,0,1,Boomers (51+)
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,1.0,1,4,0.5698461538461539,Medium,0,0,0,Gen X (36–50)
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,1.0,1,4,0.695974358974359,Medium,1,0,1,Millennials (25–35)
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,1.0,1,12,0.7622051282051283,High,1,0,1,Gen X (36–50)
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,1.0,0,26,0.5294615384615385,Medium,0,0,0,Boomers (51+)
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.8,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,1.0,0,52,0.6984871794871795,Medium,0,0,0,Boomers (51+)
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,1.0,0,52,0.7086410256410257,Medium,0,0,0,Gen Z (18–24)
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,1.0,0,4,0.6503333333333334,Medium,1,0,1,Boomers (51+)
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,1.0,0,52,0.7528461538461538,High,0,0,0,Gen X (36–50)
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,1.0,1,12,0.6421282051282051,Medium,1,0,1,Gen Z (18–24)
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,1.0,0,4,0.48292307692307695,Medium,0,0,0,Boomers (51+)
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,1.0,1,52,0.5814615384615385,Medium,0,1,0,Gen X (36–50)
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,1.0,1,4,0.49046153846153845,Medium,0,0,0,Gen Z (18–24)
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,1.0,1,4,0.2906410256410257,Low,0,0,0,Millennials (25–35)
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,1.0,1,26,0.5937435897435899,Medium,0,1,0,Gen Z (18–24)
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months,1.0,1,4,0.272948717948718,Low,0,0,0,Gen X (36–50)
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,1.0,1,4,0.5333076923076923,Medium,0,0,0,Boomers (51+)
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,1.0,0,4,0.18907692307692311,Low,0,0,0,Gen Z (18–24)
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,1.0,0,4,0.40505128205128205,Medium,0,0,0,Millennials (25–35)
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,1.0,0,4,0.3738205128205129,Low,0,0,0,Boomers (51+)
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,1.0,0,1,0.28364102564102567,Low,0,0,0,Gen Z (18–24)
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,1.0,0,26,0.4742307692307693,Medium,0,0,0,Gen Z (18–24)
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,1.0,0,52,0.8525384615384616,High,1,0,1,Gen X (36–50)
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,1.0,0,1,0.47141025641025647,Medium,1,0,1,Millennials (25–35)
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,1.0,0,12,0.7042307692307692,Medium,1,0,1,Gen X (36–50)
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,1.0,1,26,0.6937435897435899,Medium,0,1,0,Boomers (51+)
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,1.0,0,26,0.5333333333333334,Medium,0,0,0,Gen X (36–50)
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,1.0,0,1,0.17233333333333334,Low,0,0,0,Gen X (36–50)
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,1.0,0,52,0.5975384615384616,Medium,0,0,0,Gen Z (18–24)
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,1.0,1,4,0.4713333333333333,Medium,0,0,0,Boomers (51+)
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,1.0,0,26,0.6376666666666667,Medium,0,0,0,Gen X (36–50)
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,1.0,0,4,0.5186410256410257,Medium,0,0,0,Gen X (36–50)
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,1.0,1,4,0.4111794871794872,Medium,0,0,0,Gen X (36–50)
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly,1.0,1,52,0.6520769230769231,Medium,0,1,0,Boomers (51+)
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually,1.0,0,1,0.5081794871794871,Medium,1,0,1,Gen X (36–50)
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,1.0,1,12,0.6353589743589744,Medium,1,0,1,Boomers (51+)
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,1.0,0,26,0.6004358974358974,Medium,0,0,0,Gen X (36–50)
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly,1.0,0,52,0.5618717948717948,Medium,0,0,0,Gen X (36–50)
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,1.0,1,26,0.5086923076923078,Medium,0,1,0,Millennials (25–35)
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly,1.0,1,52,0.8257435897435897,High,1,1,1,Gen X (36–50)
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,1.0,0,26,0.3799230769230769,Low,0,0,0,Millennials (25–35)
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly,1.0,0,26,0.6424871794871796,Medium,0,0,0,Millennials (25–35)
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly,1.0,1,52,0.6694871794871796,Medium,0,1,0,Gen X (36–50)
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,1.0,0,12,0.5620512820512821,Medium,0,0,0,Gen X (36–50)
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,1.0,1,12,0.5903846153846154,Medium,0,0,0,Gen X (36–50)
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,1.0,1,4,0.42633333333333334,Medium,0,0,0,Gen X (36–50)
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,1.0,0,1,0.2597948717948718,Low,0,0,0,Boomers (51+)
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,1.0,0,26,0.37853846153846155,Low,0,0,0,Boomers (51+)
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,1.0,0,4,0.3345897435897436,Low,0,0,0,Boomers (51+)
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually,1.0,0,1,0.24110256410256414,Low,0,0,0,Gen X (36–50)
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly,1.0,1,26,0.46566666666666673,Medium,0,1,0,Boomers (51+)
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,1.0,0,1,0.4641794871794872,Medium,1,0,1,Millennials (25–35)
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,1.0,1,26,0.553923076923077,Medium,0,1,0,Boomers (51+)
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,PayPal,Quarterly,1.0,0,4,0.36505128205128207,Low,0,0,0,Millennials (25–35)
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly,1.0,0,52,0.6526923076923077,Medium,0,0,0,Gen X (36–50)
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22,Venmo,Annually,1.0,0,1,0.3682564102564103,Low,0,0,0,Gen Z (18–24)
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually,1.0,0,1,0.15979487179487178,Low,0,0,0,Boomers (51+)
513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,1.0,0,12,0.2912820512820513,Low,0,0,0,Gen Z (18–24)
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,Venmo,Annually,1.0,0,1,0.4974615384615385,Medium,1,0,1,Gen Z (18–24)
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47,PayPal,Quarterly,1.0,1,4,0.5946923076923076,Medium,1,0,1,Boomers (51+)
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly,1.0,1,12,0.378,Low,0,0,0,Millennials (25–35)
517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly,1.0,0,26,0.49230769230769234,Medium,0,0,0,Millennials (25–35)
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,1.0,0,4,0.5393846153846155,Medium,1,0,1,Boomers (51+)
519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,1.0,0,4,0.44120512820512825,Medium,0,0,0,Gen Z (18–24)
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly,1.0,1,4,0.33571794871794874,Low,0,0,0,Gen Z (18–24)
521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20,Debit Card,Quarterly,1.0,0,4,0.4323846153846154,Medium,0,0,0,Boomers (51+)
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Annually,1.0,0,1,0.48123076923076924,Medium,1,0,1,Gen X (36–50)
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly,1.0,0,4,0.579076923076923,Medium,0,0,0,Boomers (51+)
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5,PayPal,Quarterly,1.0,1,4,0.20982051282051284,Low,0,0,0,Gen X (36–50)
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,44,PayPal,Annually,1.0,1,1,0.4278461538461539,Medium,1,0,1,Boomers (51+)
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Monthly,1.0,0,12,0.5758205128205129,Medium,1,0,1,Boomers (51+)
527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,Yes,19,Cash,Monthly,1.0,1,12,0.4342820512820513,Medium,0,0,0,Boomers (51+)
528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,1.0,1,4,0.49866666666666665,Medium,1,0,1,Gen Z (18–24)
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,Yes,40,Cash,Annually,1.0,0,1,0.5146153846153847,Medium,1,0,1,Millennials (25–35)
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,Yes,6,Credit Card,Monthly,1.0,0,12,0.4116666666666667,Medium,0,0,0,Millennials (25–35)
531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,1.0,0,26,0.5323846153846155,Medium,0,0,0,Gen X (36–50)
